,Reference,TAC ID,Species_x,TAC Zone,Level,TAC for comparison,Year,Amendment/Original,FishStock,FishStockTAC,area,speciesAcronym,_merge,Area,Species_y,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,tacCatches
0,(ANF/8C3411) - 2012 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,3300,2012.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.8.c,mon,both,27.8.c,mon,,,,,,,,,,,,0.0,,,,,,,,,,8.49,,0.0,,,,both
1,(ANF/8C3411) - 2012 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,3300,2012.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.9.a,mon,both,27.9.a,mon,,,,,,,,,,,,0.0,,,,,,,,,,494.17,,0.0,,,,both
2,(ANF/8C3411) - 2016 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,2569,2016.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.8.c,mon,both,27.8.c,mon,,,,,,,,,,,,0.0,,,,,,,,,,6.05,,301.81,,,,both
3,(ANF/8C3411) - 2016 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,2569,2016.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.9.a,mon,both,27.9.a,mon,,,,,,,,,,,,0.0,,,,,,,,,,339.41,,91.89,,,,both
4,(ANF/8C3411) - 2020 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,4196,2020.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.8.c,mon,both,27.8.c,mon,,,,,,,,,,,,0.0,,,,,,,,,,1.87,,125.06,,,,both
5,(ANF/8C3411) - 2020 - TAC - Original,(ANF/8C3411),Anglerfish,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,4196,2020.0,Original,mon.27.8c9a,ank.27.8c9a + mon.27.8c9a,27.9.a,mon,both,27.9.a,mon,,,,,,,,,,,,0.0,,,,,,,,,,150.78,,52.73,,,,both
6,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,both
7,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,both
8,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,0.02,,,,,,,0.0,,,,,,,,0.0,both
9,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,0.02,,,,,,,0.0,,,,,,,,0.0,both
10,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
11,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
12,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,0.0,,,,,,,,0.28,,,,0.0,,,0.0,both
13,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,0.0,,,,,,,,0.28,,,,0.0,,,0.0,both
14,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,0.0,both
15,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,0.0,both
16,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,2.0,,0.0,,,0.0,,,,1.0,,,,,,,,0.0,both
17,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,2.0,,0.0,,,0.0,,,,1.0,,,,,,,,0.0,both
18,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
19,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
20,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.g,mon,both,27.7.g,mon,,,0.0,,,,,,,,,9.3,,,,,,,,,,,,,,,0.0,both
21,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.g,mon,both,27.7.g,mon,,,0.0,,,,,,,,,9.3,,,,,,,,,,,,,,,0.0,both
22,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.h,mon,both,27.7.h,mon,,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
23,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.h,mon,both,27.7.h,mon,,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
24,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.1,mon,both,27.7.j.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
25,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.1,mon,both,27.7.j.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
26,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.2,mon,both,27.7.j.2,mon,,,,,,,,,,,,0.09,,,,,,,,,,0.0,,0.0,,,0.0,both
27,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.2,mon,both,27.7.j.2,mon,,,,,,,,,,,,0.09,,,,,,,,,,0.0,,0.0,,,0.0,both
28,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.1,mon,both,27.7.k.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
29,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.1,mon,both,27.7.k.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
30,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.2,mon,both,27.7.k.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,both
31,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.2,mon,both,27.7.k.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,0.0,both
32,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.a,mon,both,27.8.a,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
33,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.a,mon,both,27.8.a,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
34,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.b,mon,both,27.8.b,mon,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.06,,0.0,,,0.0,both
35,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.b,mon,both,27.8.b,mon,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.06,,0.0,,,0.0,both
36,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.1,mon,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
37,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.1,mon,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
38,(ANF/07.) - 2012 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,30677,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.2,mon,both,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,both
39,(ANF/8ABDE.) - 2012 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8220,2012.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.2,mon,both,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,0.0,both
40,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.0,,107.16,1.055,,,,,,0.0,,,,,,,,0.0,both
41,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.0,,107.16,1.055,,,,,,0.0,,,,,,,,0.0,both
42,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,536.47,,,,,,,0.0,,,,,,,,0.0,both
43,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,536.47,,,,,,,0.0,,,,,,,,0.0,both
44,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,both
45,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,,both
46,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,184.7,,,,,,,,0.0,,,,0.0,,,0.0,both
47,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,184.7,,,,,,,,0.0,,,,0.0,,,0.0,both
48,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,1.2,,,,,,,,0.0,both
49,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,1.2,,,,,,,,0.0,both
50,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,0.565,,1.32,,,0.0,,,,0.4,,,,,,,,0.0,both
51,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,0.565,,1.32,,,0.0,,,,0.4,,,,,,,,0.0,both
52,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,2.69,,,,,,,0.0,,,,,0.0,,,0.0,both
53,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,2.69,,,,,,,0.0,,,,,0.0,,,0.0,both
54,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.g,mon,both,27.7.g,mon,,,0.0,,,,,,,,,1600.62,,,,,,,,,,,,,,,0.0,both
55,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.g,mon,both,27.7.g,mon,,,0.0,,,,,,,,,1600.62,,,,,,,,,,,,,,,0.0,both
56,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.h,mon,both,27.7.h,mon,,,0.0,,,,,0.0,,,,174.91,,,,,,,0.0,,,,,0.0,,,0.0,both
57,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.h,mon,both,27.7.h,mon,,,0.0,,,,,0.0,,,,174.91,,,,,,,0.0,,,,,0.0,,,0.0,both
58,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.1,mon,both,27.7.j.1,mon,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,both
59,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.1,mon,both,27.7.j.1,mon,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,both
60,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.2,mon,both,27.7.j.2,mon,,,,,,,,,,,,741.44,,,,,,,,,,0.0,,0.29,,,0.0,both
61,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.j.2,mon,both,27.7.j.2,mon,,,,,,,,,,,,741.44,,,,,,,,,,0.0,,0.29,,,0.0,both
62,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.1,mon,both,27.7.k.1,mon,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,both
63,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.1,mon,both,27.7.k.1,mon,,,,,,,,,,,,5.34,,,,,,,,,,,,,,,,both
64,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.2,mon,both,27.7.k.2,mon,,,,,,,,,,,,315.95,,,,,,,,,,,,0.0,,,0.0,both
65,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.k.2,mon,both,27.7.k.2,mon,,,,,,,,,,,,315.95,,,,,,,,,,,,0.0,,,0.0,both
66,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.a,mon,both,27.8.a,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.08,,,0.0,both
67,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.a,mon,both,27.8.a,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,0.08,,,0.0,both
68,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.b,mon,both,27.8.b,mon,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.03,,,0.0,both
69,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.b,mon,both,27.8.b,mon,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.03,,,0.0,both
70,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.1,mon,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
71,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.1,mon,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
72,(ANF/07.) - 2016 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,33516,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.2,mon,both,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.02,,,0.0,both
73,(ANF/8ABDE.) - 2016 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,8980,2016.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.8.d.2,mon,both,27.8.d.2,mon,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.02,,,0.0,both
74,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.999,,0.0,0.65,,,,,,0.0,,,,,,,,0.0,both
75,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.a,mon,both,27.7.a,mon,,,,,,,,,,0.999,,0.0,0.65,,,,,,0.0,,,,,,,,0.0,both
76,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
77,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.b,mon,both,27.7.b,mon,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
78,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
79,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.1,mon,both,27.7.c.1,mon,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,both
80,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.05,,,0.0,both
81,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.c.2,mon,both,27.7.c.2,mon,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.05,,,0.0,both
82,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,2.788,,,,,,,,0.0,both
83,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.d,mon,both,27.7.d,mon,,,0.0,,,,,,,,,0.0,,,,,,,2.788,,,,,,,,0.0,both
84,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,0.0,,0.0,,,0.601,,,,1.864,,,,,,,,0.0,both
85,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.e,mon,both,27.7.e,mon,,,0.0,,,,,,,0.0,,0.0,,,0.601,,,,1.864,,,,,,,,0.0,both
86,(ANF/07.) - 2020 - TAC - Original,(ANF/07.),Anglerfish,7,TAC,35299,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
87,(ANF/8ABDE.) - 2020 - TAC - Original,(ANF/8ABDE.),Anglerfish,"8a, 8b, 8d and 8e",TAC,9458,2020.0,Original,mon.27.78abd,mon.27.78abd + ank.27.78abd,27.7.f,mon,both,27.7.f,mon,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
