Country,Year,nitro,phospho,eutro,wasteG,wasteR,mspVal,ohiBio,co2,phCopernicus,fmsyF,bBmsy,kbaMPA,natura2kEEZ,fseRiskkRatio,tacCatch,compositeIUU,fteCoastalPop,gvaHoursW,economies,gvaNights,oResearch,sadTac,ohiArt,threatenedFish,imoRatedf,plastic,nutrient,livelihoods,14.1 Pollution,14.2 Ecosystem,14.3 Acidification,14.4 Sustainable Fishing,14.5 Protection,14.6 Incentives,14.7 Economics,14.a Science,14.b Small-scale Fishing,14.c Marine Agreements,scoreMean,scoreStd,scoreWeak,rankMean,rankStd,rankWeak
Finland,2016,29.676511954992975,5.555555555555556,2.7027027027027026,50.0,97.39478957915833,25.0,74.86,40.406166890355365,68.30633755747361,91.2297355171246,99.9412512720183,60.80889,29.183475776488912,20.80775418352203,99.8438181006055,53.277657858841025,14.952275093638775,27.73838739210101,73.70810044985734,79.99458599498067,6.207166678101796,97.7491442311309,83.31,89.1891891891892,78.43137254901961,73.30856702300547,17.15634841617116,21.247896209543438,29.490534559896265,49.27451220721114,54.17493835630466,95.5755650476144,44.71144874061983,57.01984079193655,57.59957115668463,49.477063104568884,86.24458406409278,78.43137254901963,50.85418321120429,7.270158431270036,60.19994305779488,12.0,1.0905237646905055,15.0
Finland,2022,24.252873563218394,3.448275862068966,0.78125,33.33333333333333,99.5991983967936,100.0,73.82,51.70816345641972,64.9840837596606,82.8409163620593,95.9091447912472,60.85425,33.278971956886934,10.999189440615584,92.1226890035696,64.03107770516252,11.662557409117023,27.423563639036562,30.287034817206294,55.92532318913851,6.142723018800719,95.61950252735531,77.45,90.0,90.19607843137256,65.59666450563937,13.403023169698423,19.378893396673654,24.975749479971768,86.81099307776121,58.30827064453467,89.35112115545907,46.861245728113786,54.43601774945765,34.87115103584296,48.44265350043998,83.70145998836611,90.19607843137258,48.220299588596035,9.105596083312886,61.795474079131985,10.0,1.3658394124969329,15.0
France,2012,59.8581560283688,100.0,100.0,32.0,64.12825651302605,25.0,72.6,61.80665365537477,77.20439072653454,91.0137667224097,97.1156812374079,62.51162,40.22515737844205,1.0330657159069088,84.1687567069571,54.60868413000854,15.22446352737086,35.856110792344175,32.38278848709318,47.09354456628407,65.1770996373695,90.3239540394309,77.09,88.13559322033899,84.31372549019608,47.78969287663774,79.67397564332502,25.325007636429678,75.50041339172027,48.190343893589926,69.46278351969424,94.05977515255508,51.24642207782239,44.67744255355786,34.81844224487497,77.64835039991249,82.59432051894949,84.3137254901961,56.83891749214677,7.329888395311079,66.25120192428729,6.0,1.099483259296662,5.0
France,2016,29.614035087719305,6.896551724137932,33.333333333333336,27.586206896551722,64.62925851703407,25.0,71.76,66.84774177292998,75.50574551839625,93.5485098490612,96.9367017529231,76.43594,40.247364152473644,51.120646310890805,91.2790432757104,54.60868413000854,14.087974921703564,31.941735322882288,28.159941684020332,47.0124512099124,48.92925184582524,91.4595695891851,77.59,93.21608040201004,84.31372549019608,45.72346301329155,17.87042019470119,22.836435872869465,32.09648512569108,47.78714282962608,71.16356978560079,95.24109905219272,58.05571159963892,65.4310789859046,32.51174119709494,69.8664530857924,85.36724462885942,84.3137254901961,52.79454689513674,7.959606606305033,64.18342517805971,9.0,1.193940990945755,10.0
France,2022,34.47712418300654,9.523809523809526,2.631578947368421,22.22222222222222,71.94388777555109,100.0,74.12,75.5728289467277,74.26257431738834,93.93825736601,96.3693350470772,81.88238,100.0,1.3118431789552008,97.87352723883839,61.476343739096905,12.409120987388304,34.658992619851404,0.2471554836806519,42.34838077464331,43.51330258197716,92.379607014536,78.61,91.33261105092092,96.07843137254902,46.387045472160494,21.621452127955056,23.258734250564256,22.72924992955619,86.96342688926062,74.91741518571425,95.15301978954996,90.89598638951381,51.34355418354387,20.95834940166653,67.49572266207076,84.94746841821556,96.07843137254905,46.825831509268404,12.741169037711638,69.14826242216407,11.0,1.9111753556567457,7.0
Germany,2012,18.73058144695961,100.0,100.0,25.806451612903224,99.8997995991984,100.0,75.06,34.78365694080111,71.63825523978765,81.28393616363529,90.0884170930072,74.06325,100.0,12.965808161218407,97.8901774568688,51.24549739101663,53.96676666545611,36.439759406667314,38.80367037837006,70.67306918585015,4.3462886828647,90.6550515286384,73.21,77.61194029850746,80.3921568627451,61.67599142012428,57.816912378227606,45.1176980207932,72.928617731544,87.44082727057057,52.884214465735454,85.67486240478546,86.93459418193471,52.781177568014705,51.3547551320234,45.00752169978161,75.40775771615752,80.39215686274511,62.88064079489862,5.126322492779376,69.08064850332926,1.0,0.7689483739169063,1.0
Germany,2016,20.371711320299305,100.0,100.0,24.242424242424242,100.0,100.0,72.28,35.99762846440503,71.50098093381978,87.2619235596082,93.2815185333434,74.5185,100.0,4.147635586673873,96.0750838598175,51.24549739101663,60.39313802551359,42.22176251552284,64.1762484221542,71.550444932331,3.390834733059939,85.3959149381942,72.73,87.02290076335878,82.3529411764706,60.86841231796054,58.73219912023084,51.22651834199496,72.96671332312783,86.02794111446111,53.44978963155621,90.2667024232123,87.16585574781023,48.683418456287065,62.259905499711735,41.948415984624106,79.84443237639381,82.35294117647062,63.05491243114744,6.421312837061347,70.4966115733655,1.0,0.963196925559202,1.0
Germany,2022,18.05733846812152,100.0,50.0,21.62162162162162,100.0,100.0,71.52,43.28829007007357,69.90158123847472,90.8314321558532,93.4399566764646,80.79027,100.0,12.577896881899953,96.2548208041123,70.9521432613696,61.64375429924777,48.44134867115893,5.4694558463964675,85.36849669357767,3.31571702999271,87.7379170210565,73.23,82.89473684210526,88.23529411764706,59.42527968492344,57.439565787946634,55.00285883631746,55.60656616937369,85.6411494550116,56.43681936239622,92.13477123170394,90.34399713893256,58.62696047543084,47.12939331748359,42.990512706038345,78.04740038003811,88.23529411764709,62.03634888361955,5.773153403362936,69.5192864354056,3.0,0.8659730105044403,4.0
Ireland,2012,40.07597340930675,1.1049723756906078,100.0,30.76923076923077,74.44889779559118,25.0,69.19,41.66211805827837,78.84224824278091,71.0537897990507,92.1308612235499,75.92082,5.360166167492898,0.430903565692305,95.73997690719021,58.86679147042513,5.668473153618169,23.178745940404475,87.95200480683074,59.059375991696285,100.0,98.1263847590427,69.9,86.59217877094972,66.66666666666667,52.13969577527791,19.368355086344955,14.135598054053736,56.1548328023536,46.55271011389628,59.95998810786182,81.52404992612618,38.75846359267961,49.38002603050911,52.69064521801585,99.06274941811003,78.20148107519525,66.66666666666669,56.29053679988382,5.0800418807870695,62.89516129514145,8.0,0.7620062821180604,9.0
Ireland,2016,26.00123228589033,0.9216589861751154,100.0,25.806451612903224,79.85971943887776,25.0,67.3,39.92299156868339,77.01689398963435,62.6852029769919,85.4371919705398,75.97923,8.007855644722536,9.167110332637888,94.3520008913316,58.86679147042513,8.099165393046071,24.868589067898515,100.0,85.07946526899045,100.0,87.3536873083006,73.52,93.75,68.62745098039215,52.10296362840355,12.70078870671474,16.258796006035126,53.626962556131495,45.64406551002808,58.169905723843684,73.97343271177783,40.36844123012746,52.71921606335059,65.84453621867281,93.6554845949128,83.5736624350263,68.62745098039217,57.61836709842754,4.922941937689282,63.620315802426326,4.0,0.7384412906533921,12.0
Ireland,2022,22.578919208132696,0.865800865800866,16.666666666666668,20.0,100.0,100.0,66.23,46.737264931130525,75.42095026671478,86.77033004182489,89.825423785472,83.16451,8.005513938227345,21.919322307474673,97.97141681858899,70.9521432613696,8.990205788533121,22.363955780321955,28.923978717969305,100.0,100.0,75.7530580768692,73.52,91.8859649122807,68.62745098039215,58.52543135324235,11.071476922584456,15.52911680175197,28.02513307931579,82.94211971770117,60.90892245973744,88.29655551599322,43.737766208082,62.708762400118,46.79200015280407,87.79259627488294,82.65188046438902,68.62745098039217,53.252993715466566,9.443513513354615,65.24831872534159,7.0,1.4165270270031922,11.0
Latvia,2012,58.611111111111114,20.000000000000004,11.111111111111112,72.72727272727273,38.77755511022045,50.0,78.47,93.96536360378335,57.80201788101624,94.3185416763648,97.5646853595945,96.16348,20.31531054914824,3.8718286625983827,99.38941931680651,90.29526836685847,23.222018758079177,7.777087312305331,97.4115796910076,38.80903868155219,44.913898161150414,91.7156038649842,87.4,77.27272727272728,80.3921568627451,55.48925812142775,38.807135894894266,15.296985718482185,34.578264263830725,64.07576711937558,75.6658826550589,95.94024054468244,56.88141337063874,62.32639231238643,49.3160823569583,67.90454800103892,82.32078190112401,80.39215686274511,58.36633257585239,7.801027146500636,66.94015293878392,4.0,1.1701540719750954,3.0
Latvia,2016,55.38057742782153,28.57142857142858,7.6923076923076925,25.0,41.883767535070135,50.0,73.53,93.97219061589381,64.68312595766854,89.4061092936961,99.5654121376881,96.1636,51.57596491846836,100.0,99.00809697473369,90.29526836685847,26.817884813877015,8.912797287454879,2.19656243675748,53.73653309254045,45.76215725612566,82.5413150724961,88.85,87.8048780487805,80.3921568627451,33.3340064503658,41.757635662639615,17.628997653819894,27.124560282127742,61.65216554621275,79.1915951024803,94.47209884467016,73.52731122642224,96.4244822870794,23.46222902343217,63.88389515134438,88.32728444513819,80.39215686274511,49.98350990426447,12.009580609608058,68.84577787716525,13.0,1.8014370914412086,3.0
Latvia,2022,53.28282828282829,5.405405405405406,100.0,13.559322033898304,47.99599198396793,100.0,72.59,91.68140315933495,58.923332356207546,81.38113434032739,97.3607826138139,96.1636,51.58772146392504,100.0,96.6961038687861,70.9521432613696,22.00859257620852,13.547465307686188,19.6105789472288,47.79577451384383,45.76150394509231,91.3244122655923,99.01,88.63636363636364,82.3529411764706,30.262750932152443,28.185788251934355,17.72713744781099,51.84519925738317,86.1856443569504,75.12260315786763,89.33518927290731,73.53340163899401,89.11755460716462,28.06850476075748,68.15602429363638,93.80883636291453,82.35294117647062,59.2132503075897,12.454632785105431,73.75258988850462,4.0,1.8681949177658146,2.0
Lithuania,2012,48.173515981735164,2.8571428571428577,50.0,47.05882352941176,38.97795591182365,50.0,77.68,76.33469820479853,56.54062436588435,91.7873072615244,92.3824830071469,65.53137,32.933255269320846,1.4981890008220515,98.1551501398332,51.24549739101663,73.72509050032303,9.67518317098212,37.15380689550445,33.81713519609277,44.913898161150414,96.0647112326221,88.71,77.27272727272728,58.8235294117647,42.999383231863085,24.259041150703187,40.2794046419906,38.92342209283637,63.68861289118707,66.36363078194887,92.08484704896965,48.95661414283759,48.15158697164192,37.07403764372419,70.01302806746416,82.9716432929434,58.823529411764724,53.67314681680939,5.233542179020569,60.70509523453179,11.0,0.7850313268530853,11.0
Lithuania,2016,48.29016602809707,30.000000000000007,5.0,25.806451612903224,74.54909819639279,75.0,72.18,77.95138265572497,61.40430214396939,83.1260012848602,99.1919849627726,83.51997,76.25878220140515,11.7844371026272,98.0052294244491,51.24549739101663,79.03700707636875,15.099927007253159,61.5139651460357,52.212723478329856,45.76215725612566,84.3786737091497,89.95,87.5,62.745098039215684,49.55632540050842,39.03712500465823,45.86218890590814,30.420369868372553,73.58864911082027,69.62859005398742,91.12354709902341,79.8811231955168,52.362118246744174,53.157690973251285,64.77896928285703,88.72415430861925,62.7450980392157,56.28815342655809,9.229123137712941,66.6410310178408,7.0,1.384368470656941,6.0
Lithuania,2022,32.33716475095786,50.000000000000014,100.0,20.0,63.52705410821643,100.0,71.8,72.16433588406807,57.642074182341496,82.901621282397,96.2548169942187,83.51997,76.25878220140515,1.4519918968263472,95.2098011622882,54.14679097714067,91.06271851099,19.14413201933427,42.14057934920135,48.22226144143938,45.76150394509231,88.91959064767579,97.63,88.37209302325581,64.70588235294117,41.163218960960066,41.073012495546344,53.8123887420436,60.15683023793003,85.78367895216941,64.8624904997805,89.55331123010683,79.8811231955168,48.172514934966905,48.034661767614296,66.98774356204731,92.98952120756763,64.7058823529412,64.51645062086276,4.816960334817344,70.11277579406409,2.0,0.7225440502226017,3.0
Netherlands,2012,8.27450980392157,6.250000000000002,100.0,23.52941176470588,98.29659318637273,100.0,68.51,34.45962211897226,76.72660818765854,85.8838037746261,92.7364419048367,93.31337,61.139783609003864,9.666848757857622,92.98630902405431,46.306308239801396,20.941432119519707,100.0,84.17836644168905,39.66577838771789,3.818245401564848,95.566376226418,55.01,83.13253012048193,84.31372549019608,59.66699364558114,7.255173947607332,59.048523112559636,53.987623540434555,84.10689321767131,55.179659741812245,89.30354858646838,77.05762028797011,48.317290637883445,60.689526302683944,46.95952890518299,68.9269908354244,84.3137254901961,61.694817496432144,4.141285071405238,66.88424075457276,3.0,0.6211927607107858,4.0
Netherlands,2016,7.232219365895459,4.255319148936171,100.0,25.806451612903224,95.99198396793587,100.0,67.88,34.83921249543936,74.92832082737705,88.2789689644613,89.8563569190934,96.6463,78.15673838245658,3.5943005295795896,95.043900329568,46.306308239801396,12.987307439178258,64.86950676629404,21.38979717916302,40.62590756081982,3.2485248490256384,88.7610108009061,55.29,91.48936170212768,86.27450980392157,59.813228778273995,5.724229926805754,37.972621168177334,53.405299032417254,83.78527881721395,54.507891249799506,89.06731374239524,87.35252203526817,46.483391912346725,33.211561917216734,43.4233267409606,73.16384160690176,86.2745098039216,55.06963573009085,7.4143349099886855,65.06749368584414,8.0,1.112150236498303,9.0
Netherlands,2022,7.17687074829932,2.8985507246376816,5.555555555555556,21.62162162162162,95.09018036072146,100.0,67.97,42.925951725521365,73.8497449914382,93.83490989633671,96.7062942253112,96.6463,85.27131782945737,1.5753284295473495,97.1585990798374,51.24549739101663,15.31865817021702,46.389874967900624,40.346287887404735,31.666511198394236,3.598533229327878,89.2148335720111,60.35,89.04761904761905,92.15686274509804,57.09368252169671,4.990604818169346,30.441937904858158,21.284301242406276,83.83123439519882,58.180310144712486,95.26952024707879,90.9410142531793,47.87844625337166,34.12389430100993,43.86037528130723,74.56001561100811,92.15686274509807,46.76340252124969,11.044639789729107,64.20859744743707,12.0,1.656695968459366,14.0
Poland,2012,29.244629244629245,6.666666666666668,25.0,32.0,26.252505010020037,25.0,69.42,42.10245017505229,51.34344437992717,89.2635800356787,96.5688840098242,87.25113,80.459386743157,0.44171641450839416,99.7624083650757,72.70773919226959,36.379925873510835,19.23739455208649,62.903197879934766,60.05720088379173,1.2291270721232272,94.9169947166006,87.82,76.92307692307692,80.3921568627451,29.112049230884516,17.568324096912054,27.674081441706857,23.843926176935934,46.663236868067216,46.70005828096359,92.90905039997766,83.84838012674359,55.154610610303905,49.926874887393254,44.9181538834979,82.35350404290361,80.39215686274511,47.77161520264438,9.37012410916699,60.670995213953184,12.0,1.4055186163750486,12.0
Poland,2016,31.897203325774758,25.000000000000007,10.0,23.52941176470588,54.90981963927856,50.0,67.46,42.24170016023881,57.362451036851034,89.5800109824968,98.1352561953272,87.25113,80.44826896137684,0.2803892065887461,98.7974926415371,72.70773919226959,34.73728435354982,20.772319891959707,59.16069608273235,41.0723947221169,0.8534811764162678,80.7697287790955,74.67,87.23404255319149,84.31372549019608,38.895508591903564,28.4276405850903,27.665884781317004,25.458959228291352,58.66484088956082,49.74443539281615,93.84788196707909,83.8427982338268,54.762472501266444,42.43643753594123,38.08391886442876,80.92761851287536,84.3137254901961,48.47493765350152,8.808489142749929,61.20830886162821,14.0,1.3212733714124894,14.0
Poland,2022,22.761596548004317,5.000000000000001,100.0,13.559322033898304,45.09018036072144,100.0,66.59,41.185794749932214,52.13667131186474,74.8534704411727,92.2843198146738,87.31556,80.55944677917861,0.35600678435154853,94.911954019751,70.9521432613696,35.33634198433479,27.25012952554134,80.94413487536951,27.72591639523711,0.8235807907207481,86.83308954221461,77.61,86.27450980392157,86.27450980392157,28.87427529753192,13.569581473469826,31.267033727978312,46.04104351407123,83.126186271714,46.629022863993534,83.52335406487836,83.93070381845037,53.014543632192215,46.0593453659613,40.87381405470818,81.93079658167,86.2745098039216,57.389736182105864,5.222493642546015,65.14033199715608,6.0,0.7833740463819022,12.0
Portugal,2012,32.042520880789674,4.651162790697676,1.9230769230769231,47.05882352941176,39.478957915831664,25.0,75.57,72.42066507822713,76.52934565162617,78.73271116107,98.7462824669165,68.28585,0.5078908185140665,1.1307992768806068,96.06558295767739,47.35255544983533,15.794767424447167,14.91129886439564,61.985137241708586,53.680932889119404,100.0,98.8623295927751,77.81,89.57345971563981,68.62745098039215,43.25226839131199,17.762427960032994,15.352397570088984,20.165443833037443,49.614928221445055,74.47217157906837,88.68293856705908,32.03884483670742,46.03672912650471,43.103825120228144,99.43100208306642,83.67104246202877,68.62745098039217,44.040353758715284,10.308710955538052,60.58443768095377,14.0,1.5463066433307078,13.0
Portugal,2016,30.121341898643827,3.5714285714285725,3.571428571428571,26.666666666666668,50.0,50.0,73.36,69.65004295565652,75.29618976037214,84.16127628501539,97.78640518678749,70.43105,6.148101271192487,0.3235426000177999,97.5420630032279,47.35255544983533,18.095508034974785,16.776657439070437,96.46706167794102,57.46123276567907,100.0,94.5962743640592,64.99,94.7310647639956,76.47058823529412,38.15254316665613,16.235733101603195,17.434835438604615,18.739997896041462,61.56864600190259,72.46761635815979,90.94830559217554,36.66509559171197,46.08364776795409,56.09887818150237,97.29438524350843,79.72115730534766,76.47058823529414,45.486489272530534,12.190308983617161,63.60583181735981,15.0,1.828546347542574,13.0
Portugal,2022,30.915750915750916,3.508771929824562,0.5235602094240838,18.6046511627907,57.014028056112224,100.0,71.87,88.75168403395838,73.62070974947376,94.8428066859574,98.7941842781957,70.76779,8.18217121975167,0.47927870220985935,98.9633055610455,70.19417292307199,17.85064790557662,17.06877779088706,9.280986818044063,67.52014534680299,100.0,91.9516783129565,66.08,92.578125,86.27450980392157,37.29462805644654,16.572509331755878,17.45927514120494,17.3088135614735,85.81930633501044,81.15088831518646,96.81647951649158,38.023112880361865,54.108226571505114,30.417233205428747,95.96739990559567,79.21783015839041,86.2745098039216,44.091471936648986,12.98244368295092,66.51038002533653,15.0,1.947366552442638,9.0
Spain,2012,41.86507936507937,4.4444444444444455,5.88235294117647,33.33333333333333,53.30661322645292,25.0,72.16,58.295610008752654,76.22808331986874,92.064992078069,99.4438292181352,62.51987,3.5150291810934697,10.216784819546445,81.6194921721647,54.60868413000854,23.01422450528535,25.501542969052014,3.312836728706804,53.8680190069727,68.13857133647377,91.2620368676261,73.45,89.93839835728953,86.27450980392157,43.20367193525672,22.26212833072621,24.254694131711634,23.23737517277368,47.979159609406814,67.20188184129908,95.74730097495483,31.36372382811809,47.716645585101446,26.21422171536494,79.6161055760963,81.65252002407384,86.2745098039216,43.08971483772151,8.455925502517353,58.700344413111075,15.0,1.268388825377603,14.0
Spain,2016,36.068376068376075,2.8985507246376816,5.555555555555556,50.0,61.923847695390776,25.0,69.76,61.08819564174311,74.56345097511824,88.531210219697,96.93080041082929,85.84322,27.92043318285462,3.0026408759137757,94.5045394320129,54.60868413000854,24.831959907979375,23.418571602979007,85.33415430631013,56.31636347972238,100.0,84.58960304373629,71.37,94.64646464646464,86.27450980392157,55.93009724573499,18.62656859943631,24.124230537710652,25.83216262888336,46.826605135761014,67.79229544650104,92.72149115175678,56.10354360718768,48.80988666659423,54.64712806514681,92.26259551670886,82.9263376696409,86.2745098039216,51.95090820713426,10.21068062415999,65.41965556921022,10.0,1.5316020936239985,8.0
Spain,2022,28.532792427315755,2.4096385542168677,1.6666666666666667,42.10526315789473,55.61122244488978,75.0,68.17,72.09504890681457,73.50925139581268,91.93769089615171,96.50437040027569,85.86279,28.009086280966144,4.131086836572761,98.5177134758453,48.68826642613923,18.070642162040865,26.326202495773277,0.0,44.842960203624756,100.0,88.3438570600708,73.08,92.51386321626616,88.23529411764706,48.81140360897486,14.805115907728078,22.159788547415786,20.756561249410037,71.57685075596878,72.80180675408499,94.21826363203525,56.16044671471651,48.585906683977264,21.225232039549418,94.15388112693198,82.73976324788983,88.23529411764709,44.34359135252384,11.653839751388658,65.04540063222112,13.0,1.7480759627082987,13.0
Sweden,2012,45.08547008547009,100.0,14.285714285714285,44.44444444444444,58.21643286573147,25.0,76.72,70.3904198355267,61.64445254051982,91.4754166849543,96.4300340200774,56.67376,20.023989305661946,0.7165335625107214,96.7053340050353,70.9521432613696,10.492028285923816,30.69236256126314,43.10917532441112,62.00618106244087,44.913898161150414,90.1553664558795,94.77,77.27272727272728,82.3529411764706,51.28409159499301,72.00803084720755,20.331836139807454,45.12662617195302,50.166123799674544,66.0029408069561,93.94945888571496,37.889942653822125,53.769178280617005,41.443235726382184,67.14730591496678,85.97678766279869,82.35294117647062,54.725180925295135,5.283629053553167,62.38245410793562,9.0,0.792544358032975,10.0
