Year,enName,speciesAcronym_x,FishStock,StockKey,SpeciesName,ICES Areas (splited with character '~'),StockSize,StockSizeDescription,StockSizeUnits,FishingPressure,FishingPressureDescription,FishingPressureUnits,Flim,Fpa,Blim,Bpa,FMSY,MSYBtrigger,CatchesLadingsUnits,Landings,OfficialLandings,Catches,Report,AssessmentKey_x,AssessmentYear_x,fullArea,area,Area,Species_x,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,_mergeCatch,sumOffCatches,diffCatches,TAC ID,FishStockTAC,_mergeDictTAC,Reference,Species_y,TAC Zone,Level,TAC for comparison,Amendment/Original,speciesAcronym_y,_mergeTAC,year,StockCode,AdviceValue,AdviceType,AdviceApplicableFrom,AdviceApplicableUntil,AdviceValueUnit,AssessmentYear_y,AssessmentKey_y,AdviceKey,AdviceDOI,_mergeSADoff
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,4,27.14.b.2,27.14.b.2,mac,,,,,0.0,,,,35.8,,0.0,,,,,,,,,,,,,,,,,both,35.8,-0.9999655608042086,(MAC/8C3411),mac.27.nea,both,(MAC/8C3411) - 2020 - TAC - Original,Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,5,27.2.a.1,27.2.a.1,mac,,,0.0,,2697.15414,,0.0,27.4505,25992.7,,105681.0,0.0,,,,,,2.032,0.533,0.0,0.0,,117299.0,,0.0,,0.0,both,251699.86964,-0.757867567285627,(MAC/2A34.),mac.27.nea,both,(MAC/2A34.) - 2020 - TAC - Original,Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,5,27.2.a.1,27.2.a.1,mac,,,0.0,,2697.15414,,0.0,27.4505,25992.7,,105681.0,0.0,,,,,,2.032,0.533,0.0,0.0,,117299.0,,0.0,,0.0,both,251699.86964,-0.757867567285627,(MAC/2A4A-N),mac.27.nea,both,(MAC/2A4A-N) - 2020 - TAC - Original,Mackerel,Norwegian waters of 2a and 4a,TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,5,27.2.a.1,27.2.a.1,mac,,,0.0,,2697.15414,,0.0,27.4505,25992.7,,105681.0,0.0,,,,,,2.032,0.533,0.0,0.0,,117299.0,,0.0,,0.0,both,251699.86964,-0.757867567285627,(MAC/2CX14-),mac.27.nea,both,(MAC/2CX14-) - 2020 - TAC - Original,Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,5,27.2.a.1,27.2.a.1,mac,,,0.0,,2697.15414,,0.0,27.4505,25992.7,,105681.0,0.0,,,,,,2.032,0.533,0.0,0.0,,117299.0,,0.0,,0.0,both,251699.86964,-0.757867567285627,(MAC/8C3411),mac.27.nea,both,(MAC/8C3411) - 2020 - TAC - Original,Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,6,27.2.a.2,27.2.a.2,mac,,,0.0,,30130.11226,,0.012,171.4163,407.7,,0.0,0.0,,,,,,0.0,0.173,15937.25,0.04,,11466.0,,222.662,,0.0,both,58335.36556,-0.9438820369810779,(MAC/2A34.),mac.27.nea,both,(MAC/2A34.) - 2020 - TAC - Original,Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,6,27.2.a.2,27.2.a.2,mac,,,0.0,,30130.11226,,0.012,171.4163,407.7,,0.0,0.0,,,,,,0.0,0.173,15937.25,0.04,,11466.0,,222.662,,0.0,both,58335.36556,-0.9438820369810779,(MAC/2A4A-N),mac.27.nea,both,(MAC/2A4A-N) - 2020 - TAC - Original,Mackerel,Norwegian waters of 2a and 4a,TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,6,27.2.a.2,27.2.a.2,mac,,,0.0,,30130.11226,,0.012,171.4163,407.7,,0.0,0.0,,,,,,0.0,0.173,15937.25,0.04,,11466.0,,222.662,,0.0,both,58335.36556,-0.9438820369810779,(MAC/2CX14-),mac.27.nea,both,(MAC/2CX14-) - 2020 - TAC - Original,Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,6,27.2.a.2,27.2.a.2,mac,,,0.0,,30130.11226,,0.012,171.4163,407.7,,0.0,0.0,,,,,,0.0,0.173,15937.25,0.04,,11466.0,,222.662,,0.0,both,58335.36556,-0.9438820369810779,(MAC/8C3411),mac.27.nea,both,(MAC/8C3411) - 2020 - TAC - Original,Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,7,27.2.b.1,27.2.b.1,mac,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both,0.0,-1.0,(MAC/2A34.),mac.27.nea,both,(MAC/2A34.) - 2020 - TAC - Original,Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,7,27.2.b.1,27.2.b.1,mac,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both,0.0,-1.0,(MAC/2A4A-N),mac.27.nea,both,(MAC/2A4A-N) - 2020 - TAC - Original,Mackerel,Norwegian waters of 2a and 4a,TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,7,27.2.b.1,27.2.b.1,mac,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both,0.0,-1.0,(MAC/2CX14-),mac.27.nea,both,(MAC/2CX14-) - 2020 - TAC - Original,Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
2020.0,Mackerel,mac,mac.27.nea,169137,Scomber scombrus,27.1.a ~ 27.1.b ~ 27.14.a ~ 27.14.b.1 ~ 27.14.b.2 ~ 27.2.a.1 ~ 27.2.a.2 ~ 27.2.b.1 ~ 27.2.b.2 ~ 27.3.a.20 ~ 27.3.a.21 ~ 27.3.b.23 ~ 27.3.c.22 ~ 27.3.d.24 ~ 27.3.d.25 ~ 27.3.d.26 ~ 27.3.d.27 ~ 27.3.d.28.1 ~ 27.3.d.28.2 ~ 27.3.d.29 ~ 27.3.d.30 ~ 27.3.d.31 ~ 27.3.d.32 ~ 27.4.a ~ 27.4.b ~ 27.4.c ~ 27.5.a.1 ~ 27.5.a.2 ~ 27.5.b.1.a ~ 27.5.b.1.b ~ 27.5.b.2 ~ 27.6.a ~ 27.6.b.1 ~ 27.6.b.2 ~ 27.7.a ~ 27.7.b ~ 27.7.c.1 ~ 27.7.c.2 ~ 27.7.d ~ 27.7.e ~ 27.7.f ~ 27.7.g ~ 27.7.h ~ 27.7.j.1 ~ 27.7.j.2 ~ 27.7.k.1 ~ 27.7.k.2 ~ 27.8.a ~ 27.8.b ~ 27.8.c ~ 27.8.d.1 ~ 27.8.d.2 ~ 27.8.e.1 ~ 27.8.e.2 ~ 27.9.a,3570188.0,SSB,tonnes,0.2870555,F,,0.46,0.36,2000000.0,2580000.0,0.26,2580000.0,tonnes,,,1039513.24,https://doi.org/10.17895/ices.advice.19772392.v1,17509,2022,7,27.2.b.1,27.2.b.1,mac,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,both,0.0,-1.0,(MAC/8C3411),mac.27.nea,both,(MAC/8C3411) - 2020 - TAC - Original,Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,Original,mac,both,2020.0,mac.27.nea,922064,Catches,2020.0,2020.0,t,2019.0,13094.0,2708.0,https://doi.org/10.17895/ices.advice.4885,both
